arrive_or_depart,schedule,airline,flight_number,gate,terminal
A,2018-05-02T15:33:00,American Airlines,404,A3,4
A,2018-05-02T15:35:00,American Airlines,2094,A12,4
A,2018-05-02T15:38:00,American Airlines,1700,A24,4
D,2018-05-02T15:40:00,Southwest Airlines,1575,D5,4
A,2018-05-02T15:40:00,American Airlines,652,A7,4
A,2018-05-02T15:40:00,Southwest Airlines,887,C7,4
D,2018-05-02T15:40:00,American Airlines,165,B14,4
A,2018-05-02T15:41:00,American Airlines,14,A9,4
A,2018-05-02T15:50:00,American Airlines,1434,B13,4
A,2018-05-02T15:50:00,Southwest Airlines,280,D7,4
A,2018-05-02T15:50:00,Southwest Airlines,172,C17,4
A,2018-05-02T15:51:00,American Airlines,686,A19,4
A,2018-05-02T15:52:00,American Airlines,2954,A1,4
D,2018-05-02T15:53:00,United Airlines,2424,8,2
A,2018-05-02T15:54:00,American Airlines,5931,B16,4
A,2018-05-02T15:56:00,American Airlines,5842,B1,4
A,2018-05-02T15:57:00,American Airlines,481,A23,4
A,2018-05-02T16:00:00,Southwest Airlines,1844,C13,4
D,2018-05-02T16:00:00,American Airlines,5901,B22,4
A,2018-05-02T16:01:00,American Airlines,3200,B20,4
A,2018-05-02T16:01:00,Delta Air Lines,2997,16,3
A,2018-05-02T16:02:00,American Airlines,2578,A21,4
A,2018-05-02T16:02:00,American Airlines,5918,B7,4
A,2018-05-02T16:03:00,United Airlines,5320,7,2
D,2018-05-02T16:05:00,American Airlines,459,B27,4
A,2018-05-02T16:07:00,American Airlines,1458,B14,4
A,2018-05-02T16:08:00,American Airlines,644,A2,4
D,2018-05-02T16:10:00,Southwest Airlines,1879,C11,4
A,2018-05-02T16:10:00,American Airlines,462,A22,4
A,2018-05-02T16:10:00,Southwest Airlines,974,C19,4
A,2018-05-02T16:11:00,American Airlines,5869,B22,4
A,2018-05-02T16:12:00,American Airlines,3199,B20,4
A,2018-05-02T16:13:00,American Airlines,1289,A14,4
A,2018-05-02T16:14:00,American Airlines,887,A5,4
A,2018-05-02T16:14:00,American Airlines,5780,B3,4
A,2018-05-02T16:15:00,American Airlines,3036,B21,4
D,2018-05-02T16:17:00,United Airlines,739,6B,2
D,2018-05-02T16:20:00,Southwest Airlines,887,C7,4
A,2018-05-02T16:20:00,United Airlines,2249,3,2
A,2018-05-02T16:22:00,Delta Air Lines,5800,15,3
A,2018-05-02T16:22:00,United Airlines,1811,8,2
D,2018-05-02T16:25:00,Southwest Airlines,1383,D8,4
A,2018-05-02T16:25:00,Southwest Airlines,5578,C3,4
D,2018-05-02T16:25:00,American Airlines,497,A12,4
D,2018-05-02T16:25:00,Delta Air Lines,2046,18,3
D,2018-05-02T16:26:00,Delta Air Lines,899,19,3
A,2018-05-02T16:30:00,Alaska Airlines,650,10,2
A,2018-05-02T16:30:00,Sun Country Airlines,603,1,2
A,2018-05-02T16:35:00,American Airlines,502,B28,4
A,2018-05-02T16:35:00,Southwest Airlines,1446,C8,4
D,2018-05-02T16:39:00,United Airlines,5968,7,2
D,2018-05-02T16:40:00,Southwest Airlines,126,D7,4
D,2018-05-02T16:40:00,Southwest Airlines,1844,C13,4
D,2018-05-02T16:40:00,Volaris,975,B26,4
D,2018-05-02T16:40:00,American Airlines,564,A10,4
D,2018-05-02T16:40:00,Southwest Airlines,6722,C9,4
D,2018-05-02T16:45:00,Southwest Airlines,833,C17,4
D,2018-05-02T16:45:00,American Airlines,454,B23,4
D,2018-05-02T16:45:00,American Airlines,1886,A7,4
D,2018-05-02T16:45:00,American Airlines,3051,B20,4
D,2018-05-02T16:45:00,Delta Air Lines,2997,16,3
D,2018-05-02T16:50:00,Southwest Airlines,974,C1,4
D,2018-05-02T16:50:00,American Airlines,695,A26,4
D,2018-05-02T16:50:00,American Airlines,3255,A1,4
D,2018-05-02T16:54:00,American Airlines,711,A3,4
A,2018-05-02T16:55:00,Delta Air Lines,2887,17,3
A,2018-05-02T16:55:00,American Airlines,1872,A27,4
A,2018-05-02T16:55:00,Southwest Airlines,680,D5,4
A,2018-05-02T16:55:00,Southwest Airlines,1158,C9,4
D,2018-05-02T16:55:00,American Airlines,5963,B1,4
D,2018-05-02T16:55:00,American Airlines,5931,B17,4
D,2018-05-02T16:59:00,American Airlines,3011,B21,4
D,2018-05-02T16:59:00,Delta Air Lines,5800,15,3
A,2018-05-02T17:00:00,Southwest Airlines,1048,C6,4
D,2018-05-02T17:00:00,American Airlines,1072,A21,4
A,2018-05-02T17:05:00,Southwest Airlines,151,C11,4
D,2018-05-02T17:05:00,American Airlines,686,A19,4
D,2018-05-02T17:05:00,American Airlines,1952,A5,4
D,2018-05-02T17:05:00,American Airlines,2571,B13,4
D,2018-05-02T17:05:00,American Airlines,5745,B3,4
D,2018-05-02T17:10:00,Southwest Airlines,1446,C19,4
A,2018-05-02T17:10:00,Southwest Airlines,255,C7,4
D,2018-05-02T17:10:00,American Airlines,3203,B20,4
D,2018-05-02T17:10:00,American Airlines,1458,B14,4
D,2018-05-02T17:10:00,American Airlines,481,A23,4
D,2018-05-02T17:12:00,American Airlines,3032,B20,4
D,2018-05-02T17:13:00,American Airlines,5894,B19,4
D,2018-05-02T17:14:00,American Airlines,5914,B7,4
D,2018-05-02T17:15:00,Southwest Airlines,1487,C3,4
A,2018-05-02T17:15:00,Southwest Airlines,5718,D8,4
A,2018-05-02T17:15:00,Southwest Airlines,32,D6,4
A,2018-05-02T17:15:00,Southwest Airlines,5435,C17,4
A,2018-05-02T17:19:00,American Airlines,2019,A26,4
A,2018-05-02T17:20:00,Southwest Airlines,1129,C16,4
A,2018-05-02T17:20:00,Southwest Airlines,5506,C13,4
D,2018-05-02T17:20:00,American Airlines,272,A14,4
D,2018-05-02T17:20:00,Sun Country Airlines,604,1,2
D,2018-05-02T17:21:00,American Airlines,771,A22,4
D,2018-05-01T07:45:00,American Airlines,3256,A1,4
D,2018-05-01T07:45:00,Southwest Airlines,4847,D1,4
A,2018-05-01T07:46:00,American Airlines,2788,B13,4
A,2018-05-01T07:47:00,American Airlines,593,A20,4
A,2018-05-01T07:47:00,American Airlines,5731,B16,4
A,2018-05-01T07:47:00,American Airlines,761,A7,4
