arrive_or_depart,schedule,airline,flight_number,gate,terminal
D,2019-06-01T16:47:00,American Airlines,1744,A3,4
D,2019-06-01T16:55:00,American Airlines,2664,A22,4
D,2019-06-01T16:55:00,Delta Air Lines,5800,F5,3
A,2019-06-01T16:58:00,American Airlines,1885,A29,4
D,2019-06-01T17:00:00,Southwest Airlines,2921,D8,4
D,2019-06-01T17:00:00,Southwest Airlines,4005,D1,4
D,2019-06-01T17:00:00,Southwest Airlines,5318,C13,4
D,2019-06-01T17:01:00,American Airlines,650,A18,4
D,2019-06-01T17:03:00,Delta Air Lines,2832,F7,3
D,2019-06-01T17:05:00,Southwest Airlines,3371,C18,4
D,2019-06-01T17:05:00,Southwest Airlines,4347,C7,4
D,2019-06-01T17:05:00,Southwest Airlines,4797,C4,4
D,2019-06-01T17:05:00,Southwest Airlines,4951,C2,4
A,2019-06-01T17:05:00,Southwest Airlines,66,D6,4
D,2019-06-01T17:05:00,American Airlines,2989,B17,4
D,2019-06-01T17:10:00,Southwest Airlines,2527,C19,4
D,2019-06-01T17:10:00,Southwest Airlines,3859,C3,4
D,2019-06-01T17:10:00,Southwest Airlines,5328,C6,4
A,2019-06-01T17:10:00,Southwest Airlines,2776,C17,4
D,2019-06-01T17:10:00,American Airlines,3048,B9,4
D,2019-06-01T17:10:00,American Airlines,5738,A1,4
D,2019-06-01T17:11:00,American Airlines,2490,A12,4
D,2019-06-01T17:11:00,American Airlines,2829,A7,4
D,2019-06-01T17:14:00,American Airlines,5743,B18,4
D,2019-06-01T17:15:00,Southwest Airlines,3892,C9,4
D,2019-06-01T17:15:00,Southwest Airlines,4125,D6,4
D,2019-06-01T17:15:00,Southwest Airlines,4984,C1,4
D,2019-06-01T17:17:00,American Airlines,775,A2,4
D,2019-06-01T17:20:00,Southwest Airlines,5116,D7,4
A,2019-06-01T17:20:00,Delta Air Lines,1254,F1,3
D,2019-06-01T17:22:00,American Airlines,5845,B2,4
D,2019-06-01T17:25:00,Alaska Airlines,633,10,2
A,2019-06-01T17:25:00,Contour Airlines,3303,2,2
A,2019-06-01T17:25:00,American Airlines,2988,B15B,4
A,2019-06-01T17:25:00,American Airlines,5896,B16,4
D,2019-06-01T17:30:00,Southwest Airlines,3166,D3,4
A,2019-06-01T17:30:00,Southwest Airlines,5034,C11,4
D,2019-06-01T17:32:00,United Airlines,2162,7,2
A,2019-06-01T17:32:00,American Airlines,537,B26,4
A,2019-06-01T17:35:00,Southwest Airlines,4308,D8,4
A,2019-06-01T17:35:00,Southwest Airlines,5136,C1,4
A,2019-06-01T17:35:00,British Airways,289,B25,4
A,2019-06-01T17:45:00,Southwest Airlines,3295,D5,4
A,2019-06-01T17:45:00,Southwest Airlines,3812,C18,4
D,2019-06-01T17:46:00,American Airlines,425,B28,4
A,2019-06-01T17:46:00,American Airlines,5795,B15A,4
A,2019-06-01T17:48:00,American Airlines,521,B27,4
A,2019-06-01T17:48:00,American Airlines,1083,A17,4
A,2019-06-01T17:49:00,American Airlines,580,A2,4
D,2019-06-01T17:50:00,Southwest Airlines,2779,C17,4
A,2019-06-01T17:50:00,United Airlines,1603,6A,2
A,2019-06-01T17:55:00,Southwest Airlines,2414,D2,4
A,2019-06-01T17:55:00,Southwest Airlines,2883,D1,4
D,2019-06-01T17:55:00,Contour Airlines,3304,2,2
A,2019-06-01T17:55:00,American Airlines,655,A18,4
A,2019-06-01T17:57:00,American Airlines,470,A10,4
A,2019-06-01T17:59:00,Delta Air Lines,394,F9,3
A,2019-06-01T18:01:00,American Airlines,1184,A7,4
A,2019-06-01T18:01:00,American Airlines,899,A21,4
A,2019-06-01T18:03:00,American Airlines,648,A23,4
A,2019-06-01T18:03:00,American Airlines,542,B6,4
A,2019-06-01T18:05:00,Southwest Airlines,3799,C8,4
A,2019-06-01T18:05:00,American Airlines,1514,A22,4
A,2019-06-01T18:05:00,American Airlines,5785,B2,4
A,2019-06-01T18:05:00,American Airlines,3132,B1,4
A,2019-06-01T18:06:00,American Airlines,2063,B4,4
A,2019-06-01T18:06:00,American Airlines,5839,B5,4
A,2019-06-01T18:06:00,American Airlines,5729,B1A,4
A,2019-06-01T18:07:00,Delta Air Lines,5741,F5,3
D,2019-06-01T18:10:00,Southwest Airlines,3648,D8,4
D,2019-06-01T18:10:00,Southwest Airlines,5034,C11,4
D,2019-06-01T18:10:00,Southwest Airlines,5136,C1,4
A,2019-06-01T18:10:00,Southwest Airlines,2623,C2,4
A,2019-06-01T18:10:00,Southwest Airlines,3993,C9,4
A,2019-06-01T18:10:00,Southwest Airlines,4966,C19,4
A,2019-06-01T18:10:00,American Airlines,5972,B18,4
A,2019-06-01T18:10:00,American Airlines,3265,A1,4
A,2019-06-01T18:10:00,American Airlines,5956,B12,4
A,2019-06-01T18:15:00,American Airlines,2958,B17,4
D,2019-06-01T18:16:00,American Airlines,5985,B5,4
A,2019-06-01T18:17:00,American Airlines,3267,B19,4
A,2019-06-01T18:18:00,American Airlines,1966,B9,4
A,2019-06-01T18:20:00,Southwest Airlines,3492,C18,4
A,2019-06-01T18:20:00,Southwest Airlines,5064,C12,4
A,2019-06-01T18:25:00,Southwest Airlines,2851,D6,4
A,2019-06-01T18:25:00,Southwest Airlines,3631,C3,4
A,2019-06-01T18:25:00,Southwest Airlines,4227,C4,4
A,2019-06-01T18:25:00,Southwest Airlines,6552,C6,4
A,2019-06-01T18:25:00,Alaska Airlines,646,11,2
D,2019-06-01T18:30:00,Southwest Airlines,2883,D1,4
D,2019-06-01T18:30:00,Southwest Airlines,3295,D5,4
A,2019-06-01T18:30:00,Southwest Airlines,2717,D4,4
A,2019-06-01T18:30:00,Southwest Airlines,3410,C7,4
A,2019-06-01T18:30:00,Southwest Airlines,5008,D7,4
A,2019-06-01T18:30:00,Southwest Airlines,5041,D3,4
A,2019-06-01T18:35:00,Southwest Airlines,2426,C11,4
A,2019-06-01T18:35:00,Southwest Airlines,3690,C1,4
A,2019-06-01T18:35:00,Southwest Airlines,4240,C13,4
A,2019-06-01T18:35:00,Southwest Airlines,4903,C17,4
A,2019-06-01T18:35:00,Condor Airlines,2026,B23,4
A,2019-06-01T18:37:00,Frontier Airlines,2825,F2,3
A,2019-06-01T18:39:00,American Airlines,3014,B22,4
D,2019-06-01T18:40:00,American Airlines,667,A10,4
D,2019-06-01T18:45:00,American Airlines,5867,B7,4
D,2019-06-01T18:49:00,American Airlines,3172,B15B,4
A,2019-06-01T18:49:00,Delta Air Lines,5818,F4,3
A,2019-06-01T18:50:00,Southwest Airlines,4077,D3,4
D,2019-06-01T18:50:00,Delta Air Lines,394,F9,3
D,2019-06-01T18:51:00,American Airlines,186,A9,4
D,2019-06-01T18:51:00,American Airlines,5713,B2,4
D,2019-06-01T18:53:00,American Airlines,5897,B5,4
D,2019-06-01T18:54:00,American Airlines,3160,A1,4
A,2019-06-01T18:55:00,Delta Air Lines,2988,F7,3
D,2019-06-01T18:58:00,American Airlines,568,A2,4
A,2019-06-01T19:00:00,American Airlines,515,B26,4
D,2019-06-01T19:02:00,American Airlines,5737,B3,4
D,2019-06-01T19:02:00,American Airlines,5879,B12,4
D,2019-06-01T19:03:00,American Airlines,633,A7,4
D,2019-06-01T19:04:00,American Airlines,5833,B16,4
A,2019-06-01T19:04:00,American Airlines,682,B13,4
D,2019-06-01T19:07:00,American Airlines,450,A17,4
D,2019-06-01T19:07:00,American Airlines,623,A6,4
D,2019-06-01T19:09:00,American Airlines,691,A23,4
A,2019-06-01T19:10:00,Southwest Airlines,5346,D8,4
D,2019-06-01T19:10:00,Delta Air Lines,5713,F5,3
D,2019-06-01T19:11:00,American Airlines,630,A18,4
D,2019-06-01T19:11:00,American Airlines,2315,A22,4
A,2019-06-01T19:12:00,American Airlines,444,A6,4
A,2019-06-01T19:12:00,American Airlines,5746,B22,4
A,2019-06-01T19:14:00,American Airlines,3190,B2,4
D,2019-06-01T19:15:00,Southwest Airlines,3492,C19,4
A,2019-06-01T19:15:00,Southwest Airlines,5275,D1,4
A,2019-06-01T19:17:00,American Airlines,1969,A20,4
A,2019-06-01T19:19:00,American Airlines,5730,B12,4
D,2019-06-01T19:20:00,Southwest Airlines,2717,C9,4
D,2019-06-01T19:20:00,Southwest Airlines,2851,D6,4
D,2019-06-01T19:20:00,Southwest Airlines,3410,C7,4
D,2019-06-01T19:20:00,Southwest Airlines,4227,C4,4
D,2019-06-01T19:20:00,Southwest Airlines,6552,C6,4
D,2019-06-01T19:20:00,American Airlines,3131,B1,4
D,2019-06-01T19:20:00,Alaska Airlines,649,11,2
A,2019-06-01T19:20:00,American Airlines,1561,A27,4
A,2019-06-01T19:21:00,American Airlines,685,A4,4
A,2019-06-01T19:23:00,Delta Air Lines,928,F6,3
A,2019-06-01T19:24:00,American Airlines,3081,B15B,4
A,2019-06-01T19:25:00,American Airlines,5834,B18,4
D,2019-06-01T19:27:00,Frontier Airlines,750,F2,3
A,2019-06-01T19:27:00,United Airlines,1115,3,2
A,2019-06-01T19:29:00,American Airlines,2987,B3,4
A,2019-06-01T19:29:00,American Airlines,1823,A10,4
D,2019-06-01T19:30:00,Southwest Airlines,2426,C11,4
D,2019-06-01T19:30:00,Southwest Airlines,4903,C17,4
A,2019-06-01T19:30:00,Southwest Airlines,5073,C4,4
A,2019-06-01T19:30:00,American Airlines,5801,B1,4
A,2019-06-01T19:31:00,American Airlines,1792,A2,4
A,2019-06-01T19:31:00,American Airlines,531,A14,4
A,2019-06-01T19:31:00,American Airlines,5738,B5,4
A,2019-06-01T19:32:00,American Airlines,854,A23,4
A,2019-06-01T19:32:00,United Airlines,5512,7,2
D,2019-06-01T19:35:00,Southwest Airlines,2741,C1,4
D,2019-06-01T19:35:00,American Airlines,2959,B22,4
A,2019-06-01T19:35:00,American Airlines,608,A6,4
