arrive_or_depart,schedule,airline,flight_number,gate,terminal
A,2018-04-03T10:46:00,Alaska Airlines,696,10,2
A,2018-04-03T10:49:00,Air Canada,1837,B23,4
A,2018-04-03T10:50:00,Southwest Airlines,1649,D2,4
A,2018-04-03T10:52:00,Delta Air Lines,2154,18,3
A,2018-04-03T10:53:00,American Airlines,2008,,4
D,2018-04-03T10:55:00,Southwest Airlines,104,C8,4
A,2018-04-03T10:55:00,Southwest Airlines,1142,C7,4
A,2018-04-03T10:55:00,Southwest Airlines,1604,D7,4
D,2018-04-03T10:57:00,United Airlines,1680,7,2
A,2018-04-03T10:58:00,American Airlines,3104,A1,4
D,2018-04-03T11:00:00,Southwest Airlines,1487,C14,4
A,2018-04-03T11:04:00,American Airlines,2308,A25,4
D,2018-04-03T11:05:00,Southwest Airlines,2045,D8,4
A,2018-04-03T11:05:00,Southwest Airlines,6,C1,4
A,2018-04-03T11:05:00,American Airlines,604,A6,4
D,2018-04-03T11:05:00,American Airlines,692,A30,4
A,2018-04-03T11:05:00,American Airlines,2022,,4
A,2018-04-03T11:06:00,American Airlines,668,A23,4
A,2018-04-03T11:07:00,American Airlines,1917,A18,4
A,2018-04-03T11:09:00,American Airlines,1084,B14,4
A,2018-04-03T11:09:00,American Airlines,2497,,4
D,2018-04-03T11:10:00,Southwest Airlines,6312,D1,4
D,2018-04-03T11:10:00,Delta Air Lines,2724,19,3
A,2018-04-03T11:10:00,American Airlines,497,,4
A,2018-04-03T11:10:00,American Airlines,5934,,4
A,2018-04-03T11:11:00,American Airlines,1351,,4
D,2018-04-03T11:15:00,Southwest Airlines,1727,C9,4
D,2018-04-03T11:15:00,Southwest Airlines,2034,D4,4
D,2018-04-03T11:15:00,Southwest Airlines,5581,C18,4
A,2018-04-03T11:15:00,Southwest Airlines,178,D5,4
A,2018-04-03T11:15:00,Southwest Airlines,1444,C19,4
A,2018-04-03T11:15:00,Southwest Airlines,1733,D3,4
A,2018-04-03T11:15:00,American Airlines,5719,B5,4
D,2018-04-03T11:15:00,American Airlines,560,B10,4
D,2018-04-03T11:15:00,Delta Air Lines,1405,15,3
D,2018-04-03T11:15:00,Frontier Airlines,1846,20,3
A,2018-04-03T11:15:00,American Airlines,2521,,4
A,2018-04-03T11:16:00,American Airlines,5890,B20,4
A,2018-04-03T11:17:00,American Airlines,465,A26,4
A,2018-04-03T11:18:00,American Airlines,507,A10,4
A,2018-04-03T11:18:00,American Airlines,1998,A24,4
D,2018-04-01T20:00:00,Southwest Airlines,5625,C6,4
A,2018-04-01T20:00:00,Southwest Airlines,4339,C13,4
A,2018-04-01T20:00:00,Southwest Airlines,4497,C6,4
D,2018-04-01T20:05:00,American Airlines,640,A26,4
